"study","operatn","site","year","X_WGS84","Y_WGS84","Alburnus.alburnus","Blicca.bjoerkna","Aspius.aspius","Leuciscus.cephalus","Leuciscus.leuciscus","Perca.fluviatilis","Rutilus.rutilus","Sander.lucioperca","Gobio.gobio","Leuciscus.idus","Abramis.brama","Esox.lucius","Gymnocephalus.cernuus","Anguilla.anguilla"
"Wolter_Elbe","3508","DELR0270N",1999,14.117541,50.927716,169,1,1,12,0,192,153,25,0,37,124,4,39,19
"Wolter_Elbe","3509","DELR0270N",2000,14.117541,50.927716,2,0,0,0,1,389,6,1,3,14,0,7,2,7
"Wolter_Elbe","3510","DELR0270N",2003,14.117541,50.927716,24,127,0,7,0,845,146,47,1,86,8,0,8,3
"Wolter_Elbe","3511","DELR0270N",2004,14.117541,50.927716,66,2,15,10,3,449,52,5,2,12,4,1,10,6
"Wolter_Elbe","3512","DELR0270N",2005,14.117541,50.927716,69,7,10,2,0,139,213,0,0,2,15,13,35,2
"Wolter_Elbe","3513","DELR0270N",2006,14.117541,50.927716,960,0,6,78,7,170,96,0,0,52,13,1,3,1
"Wolter_Elbe","3514","DELR0270N",2007,14.117541,50.927716,1781,0,23,11,41,278,7377,0,0,13,0,11,0,2
"Wolter_Elbe","3532","DELR0285N",1999,13.473447,51.172705,43,0,2,0,0,91,220,2,0,11,37,7,6,6
"Wolter_Elbe","3533","DELR0285N",2000,13.473447,51.172705,6,0,1,0,1,982,52,1,4,20,4,8,0,0
"Wolter_Elbe","3534","DELR0285N",2002,13.473447,51.172705,20,0,3,1,0,156,28,0,0,25,1,9,0,0
"Wolter_Elbe","3535","DELR0285N",2003,13.473447,51.172705,60,7,4,13,5,621,517,0,4,86,9,9,1,2
"Wolter_Elbe","3536","DELR0285N",2004,13.473447,51.172705,2,77,6,0,0,166,148,0,4,17,5,12,44,0
"Wolter_Elbe","3537","DELR0285N",2005,13.473447,51.172705,1215,171,17,317,0,88,442,0,67,79,172,8,0,4
"Wolter_Elbe","3538","DELR0285N",2006,13.473447,51.172705,365,0,4,6,29,372,1175,0,4,301,51,18,0,1
"Wolter_Elbe","3539","DELR0285N",2007,13.473447,51.172705,766,9,6,4,0,373,263,0,0,36,7,12,0,0
"Wolter_Elbe","3883","DELR0296N",2001,12.754955,51.836572,40,30,0,69,22,82,88,1,2,9,13,19,3,9
"Wolter_Elbe","3884","DELR0296N",2002,12.754955,51.836572,388,121,7,80,46,228,278,0,120,50,97,14,3,2
"Wolter_Elbe","3885","DELR0296N",2003,12.754955,51.836572,1,111,0,4,0,77,101,0,0,4,51,3,0,2
"Wolter_Elbe","3886","DELR0296N",2004,12.754955,51.836572,130,5,6,23,5,59,22,0,3,29,11,4,13,7
"Wolter_Elbe","4182","DELR0296N",1999,12.754955,51.836572,67,14,3,114,5,22,113,2,12,37,51,8,0,9
"Wolter_Elbe","3887","DELR0297N",1999,12.752186,51.831811,4,98,8,32,0,43,177,9,22,1,70,15,0,5
"Wolter_Elbe","3888","DELR0305N",1999,11.684444,52.984897,65,202,5,11,15,41,99,4,20,48,41,7,3,16
"Wolter_Elbe","3889","DELR0310N",1999,11.346063,53.054494,22,84,7,7,0,26,80,1,13,90,32,6,0,7
"Wolter_Elbe","3871","DELR0312N",1999,11.348783,53.050491,15,64,21,0,0,43,173,7,1,57,81,19,0,13
"Wolter_Elbe","3872","DELR0312N",2003,11.348783,53.050491,18,178,1,17,0,117,157,0,52,11,15,4,0,36
"Wolter_Elbe","3873","DELR0312N",2007,11.348783,53.050491,4,14,0,0,1,123,10,0,38,8,1,4,4,3
"Wolter_Elbe","3890","DELR0317N",1999,10.631669,53.370458,103,5,3,20,1,30,12,0,2,17,10,1,1,9
"Wolter_Elbe","3891","DELR0320N",1999,9.665588,53.559958,27,6,7,13,0,61,87,0,0,14,11,1,0,1
"Wolter_Elbe","3482","DELR0321N",1999,14.227244,50.892913,2,3,1,102,158,8,96,1,546,12,13,0,3,116
"Wolter_Elbe","3483","DELR0321N",2000,14.227244,50.892913,2,0,0,212,159,41,85,4,433,9,15,0,12,122
"Wolter_Elbe","3484","DELR0321N",2001,14.227244,50.892913,159,7,1,322,141,60,88,5,191,19,14,2,4,50
"Wolter_Elbe","3485","DELR0321N",2002,14.227244,50.892913,82,3,5,249,141,7,84,4,433,71,30,1,0,3
"Wolter_Elbe","3486","DELR0321N",2003,14.227244,50.892913,1,0,0,70,43,2,38,2,631,55,2,1,1,26
"Wolter_Elbe","3487","DELR0321N",2004,14.227244,50.892913,2,2,2,102,3,0,3,1,287,3,12,0,5,236
"Wolter_Elbe","3488","DELR0321N",2005,14.227244,50.892913,314,5,8,593,348,96,297,1,581,166,8,0,37,155
"Wolter_Elbe","3545","DELR0329N",1999,13.403658,51.266061,40,0,0,50,9,16,12,10,144,2,20,0,2,2
"Wolter_Elbe","3546","DELR0329N",2000,13.403658,51.266061,4,0,2,30,52,100,18,4,38,48,9,1,4,4
"Wolter_Elbe","3547","DELR0329N",2002,13.403658,51.266061,30,1,0,1,1,0,6,0,10,4,11,0,0,0
"Wolter_Elbe","3548","DELR0329N",2003,13.403658,51.266061,10,9,1,126,9,87,70,8,64,262,3,0,11,2
"Wolter_Elbe","3549","DELR0329N",2004,13.403658,51.266061,16,0,2,336,3,16,7,0,60,4,7,3,0,2
"Wolter_Elbe","3550","DELR0329N",2005,13.403658,51.266061,229,2,10,90,246,90,138,4,85,574,3,1,6,5
"Wolter_Elbe","3489","DELR0367N",2000,14.129888,50.923713,0,0,0,1,0,0,0,0,21,0,0,0,0,0
"Wolter_Elbe","3490","DELR0367N",2003,14.129888,50.923713,0,29,0,12,12,9,18,7,12,4,1,0,0,0
"Wolter_Elbe","3491","DELR0367N",2006,14.129888,50.923713,27,1,1,8,10,8,3,1,1,1,0,1,0,0
"Wolter_Elbe","3492","DELR0367N",2007,14.129888,50.923713,262,0,1,12,77,1,19,1,22,4,1,0,0,0
"Wolter_Elbe","3892","DELR0378N",2000,13.475188,51.170988,0,0,0,0,0,397,31,0,1,13,3,2,0,0
"Wolter_Elbe","3540","DELR0379N",2000,13.401911,51.262758,344,3,14,9,2,486,52,16,38,19,67,7,3,3
"Wolter_Elbe","3541","DELR0379N",2002,13.401911,51.262758,375,0,25,27,3,143,321,1,9,337,28,6,0,0
"Wolter_Elbe","3542","DELR0379N",2003,13.401911,51.262758,75,6,3,36,4,343,97,21,8,112,46,4,2,0
"Wolter_Elbe","3543","DELR0379N",2004,13.401911,51.262758,326,2,42,94,22,316,391,7,80,152,527,9,36,0
"Wolter_Elbe","3544","DELR0379N",2005,13.401911,51.262758,721,33,41,22,9,75,464,2,15,533,30,5,1,0
"Wolter_Elbe","3567","DELR0386N",2001,12.844663,51.700225,125,2,2,16,20,2,34,0,3,4,1,5,0,2
"Wolter_Elbe","3568","DELR0386N",2002,12.844663,51.700225,206,49,0,27,34,13,380,1,141,48,58,4,1,1
"Wolter_Elbe","3569","DELR0386N",2003,12.844663,51.700225,23,4,1,16,66,53,43,3,139,125,17,1,1,6
"Wolter_Elbe","3893","DELR0387N",2001,12.802705,51.784688,292,1,5,40,7,60,114,0,8,16,5,10,1,8
"Wolter_Elbe","3894","DELR0387N",2002,12.802705,51.784688,304,44,1,30,32,37,419,0,67,53,209,12,2,5
"Wolter_Elbe","3895","DELR0387N",2003,12.802705,51.784688,239,1,0,128,2,107,106,0,6,84,3,1,2,3
"Wolter_Elbe","3570","DELR0388N",2001,12.832516,51.816366,44,4,7,84,23,39,94,0,8,19,10,14,2,4
"Wolter_Elbe","3571","DELR0388N",2002,12.832516,51.816366,1882,200,1,159,4,10,442,0,17,33,111,6,0,5
"Wolter_Elbe","3572","DELR0388N",2003,12.832516,51.816366,43,3,1,113,2,25,149,1,17,98,10,6,0,1
"Wolter_Elbe","3579","DELR0390H",2007,12.6213278,51.86340278,230,20,14,29,0,180,270,0,4,17,6,34,3,0
"Wolter_Elbe","3580","DELR0390H",2007,12.6213278,51.86340278,175,139,6,84,3,278,215,0,1,73,41,10,15,0
"Wolter_Elbe","3573","DELR0390N",2001,12.6332944,51.858875,13,2,0,28,12,25,71,0,14,7,38,9,3,6
"Wolter_Elbe","3574","DELR0390N",2002,12.6332944,51.858875,473,26,5,11,4,95,371,0,24,43,224,27,2,3
"Wolter_Elbe","3575","DELR0390N",2003,12.6332944,51.858875,164,3,4,81,15,86,79,1,17,145,18,2,0,6
"Wolter_Elbe","3576","DELR0390N",2007,12.6332944,51.858875,366,25,13,189,107,35,147,0,122,119,4,13,5,5
"Wolter_Elbe","3577","DELR0390N",2007,12.6332944,51.858875,252,250,2,63,23,9,66,0,131,21,15,0,4,0
"Wolter_Elbe","3578","DELR0390N",2004,12.6332944,51.858875,177,5,3,46,12,47,36,1,4,40,11,2,1,4
"Wolter_Elbe","3581","DELR0391N",2001,13.532355,51.12868,20,4,1,19,16,18,35,0,29,80,21,7,0,2
"Wolter_Elbe","3582","DELR0392N",2002,12.359291,51.848872,137,34,3,7,9,108,223,3,23,38,54,28,1,35
"Wolter_Elbe","3583","DELR0392N",2004,12.359291,51.848872,181,3,18,11,9,12,18,4,6,21,19,1,1,3
"Wolter_Elbe","3584","DELR0392N",2001,12.359291,51.848872,118,2,0,15,5,27,74,1,15,41,61,23,0,1
"Wolter_Elbe","3585","DELR0392N",2003,12.359291,51.848872,177,15,1,23,8,68,99,5,12,97,35,3,6,5
"Wolter_Elbe","3896","DELR0394N",2001,12.231266,51.869436,115,2,7,24,6,96,103,3,3,10,25,45,3,3
"Wolter_Elbe","3897","DELR0394N",2002,12.231266,51.869436,242,36,6,61,14,103,372,11,12,20,75,20,3,1
"Wolter_Elbe","3898","DELR0394N",2003,12.231266,51.869436,69,2,17,27,33,59,52,3,18,208,9,7,0,4
"Wolter_Elbe","3899","DELR0394N",2004,12.231266,51.869436,54,25,7,11,8,29,78,5,4,45,20,6,4,2
"Wolter_Elbe","3900","DELR0396N",2000,11.870108,52.026713,5,2,0,6,0,79,85,1,1,5,42,40,5,22
"Wolter_Elbe","3901","DELR0396N",2001,11.870108,52.026713,24,1,1,20,5,39,9,0,1,32,2,6,0,23
"Wolter_Elbe","3902","DELR0396N",2002,11.870108,52.026713,34,0,7,13,0,27,9,4,3,27,15,20,0,3
"Wolter_Elbe","3903","DELR0396N",2003,11.870108,52.026713,24,0,9,2,4,31,4,16,3,198,14,1,0,4
"Wolter_Elbe","3595","DELR0397N",2000,11.654466,52.117605,72,26,6,0,0,40,46,3,11,7,31,12,1,4
"Wolter_Elbe","3596","DELR0397N",2000,11.654466,52.117605,21,8,0,11,7,143,216,3,50,19,39,24,5,12
"Wolter_Elbe","3597","DELR0397N",2001,11.654466,52.117605,50,1,2,14,1,54,119,3,2,24,59,22,7,4
"Wolter_Elbe","3598","DELR0397N",2001,11.654466,52.117605,7,13,0,65,2,86,129,0,6,14,38,80,13,20
"Wolter_Elbe","3599","DELR0397N",2002,11.654466,52.117605,84,11,10,56,26,84,142,16,62,11,147,17,41,3
"Wolter_Elbe","3600","DELR0397N",2002,11.654466,52.117605,90,0,19,22,0,49,228,6,7,55,143,31,5,1
"Wolter_Elbe","3601","DELR0397N",2003,11.654466,52.117605,768,164,0,475,2,836,277,10,591,17,74,12,10,6
"Wolter_Elbe","3602","DELR0397N",2004,11.654466,52.117605,1359,0,11,22,1,17,28,13,7,12,58,11,6,1
"Wolter_Elbe","3603","DELR0397N",2004,11.654466,52.117605,119,0,2,39,0,56,43,11,9,106,18,22,1,12
"Wolter_Elbe","3608","DELR0399N",2000,11.686069,52.198136,0,24,2,0,4,220,118,9,0,18,7,4,1,20
"Wolter_Elbe","3609","DELR0399N",2001,11.686069,52.198136,28,0,1,66,2,94,26,2,0,29,0,8,1,9
"Wolter_Elbe","3610","DELR0399N",2002,11.686069,52.198136,78,1,1,11,0,28,13,0,0,14,0,11,0,0
"Wolter_Elbe","3611","DELR0399N",2003,11.686069,52.198136,30,0,1,80,0,302,34,10,0,1,46,0,6,53
"Wolter_Elbe","3676","DELR0403N",2001,11.992019,52.422261,5,12,7,15,5,37,51,0,1,19,94,34,0,15
"Wolter_Elbe","3677","DELR0403N",2002,11.992019,52.422261,61,43,7,21,1,23,292,1,0,51,85,15,0,1
"Wolter_Elbe","3678","DELR0403N",2000,11.992019,52.422261,12,4,3,0,3,85,38,0,0,0,58,15,3,8
"Wolter_Elbe","3679","DELR0403N",2003,11.992019,52.422261,558,1,1,19,0,914,75,5,3,463,26,13,1,0
"Wolter_Elbe","3759","DELR0405N",2000,12.005875,52.878888,574,57,8,1,1,17,1,5,4,7,46,15,0,36
"Wolter_Elbe","3760","DELR0405N",2000,12.005875,52.878888,0,19,6,0,0,18,26,2,0,1,10,10,11,13
"Wolter_Elbe","3761","DELR0405N",2001,12.005875,52.878888,5,3,15,4,0,16,58,1,6,1,44,37,3,1
"Wolter_Elbe","3762","DELR0405N",2001,12.005875,52.878888,4,131,2,0,2,19,31,2,0,4,52,5,6,36
"Wolter_Elbe","3763","DELR0405N",2004,12.005875,52.878888,59,220,12,4,4,106,119,1,3,208,34,4,3,33
"Wolter_Elbe","3764","DELR0405N",2004,12.005875,52.878888,0,4,31,13,0,233,7,3,28,21,48,4,16,16
"Wolter_Elbe","3829","DELR0407N",2000,11.717177,52.982138,1,1,0,2,10,10,14,1,13,55,27,8,7,0
"Wolter_Elbe","3830","DELR0407N",2001,11.717177,52.982138,0,7,1,0,0,13,148,4,8,13,43,13,0,20
"Wolter_Elbe","3831","DELR0407N",2002,11.717177,52.982138,18,138,0,2,1,208,99,0,0,19,64,16,1,4
"Wolter_Elbe","3904","DELR0437N",2001,12.32885,51.883119,18,7,0,1,1,25,54,2,5,8,181,17,0,4
"Wolter_Elbe","3905","DELR0437N",2002,12.32885,51.883119,53,11,8,3,0,35,523,2,0,5,125,9,0,11
"Wolter_Elbe","3906","DELR0437N",2003,12.32885,51.883119,8,3,15,2,75,39,31,3,1,430,101,11,1,2
"Wolter_Elbe","3907","DELR0439N",2000,11.914133,51.954527,26,2,6,10,2,5,4,17,0,14,38,8,1,3
"Wolter_Elbe","3908","DELR0439N",2001,11.914133,51.954527,1,1,2,1,1,2,5,9,0,0,33,3,0,5
"Wolter_Elbe","3909","DELR0439N",2002,11.914133,51.954527,9,4,1,10,1,11,45,3,0,7,47,7,6,13
"Wolter_Elbe","3586","DELR0440N",2001,11.907697,51.959925,24,1,2,25,7,51,19,0,1,38,31,14,4,32
"Wolter_Elbe","3587","DELR0440N",2002,11.907697,51.959925,50,1,8,25,9,35,37,17,15,33,28,25,0,5
"Wolter_Elbe","3588","DELR0440N",2003,11.907697,51.959925,78,70,0,19,4,8,47,0,9,7,64,2,1,1
"Wolter_Elbe","3589","DELR0440N",2003,11.907697,51.959925,30,0,9,3,11,31,9,19,28,216,50,1,0,4
"Wolter_Elbe","3590","DELR0440N",2004,11.907697,51.959925,15,11,0,4,2,0,1,0,0,11,1,0,1,0
"Wolter_Elbe","3914","DELR0440N",2004,11.907697,51.959925,3,0,0,5,1,0,0,1,2,0,9,0,0,0
"Wolter_Elbe","3530","DELR0463N",2002,13.471711,51.17338,149,0,15,22,1,65,34,0,6,12,2,6,0,0
"Wolter_Elbe","3531","DELR0463N",2004,13.471711,51.17338,71,8,4,67,26,27,58,1,4,15,3,2,3,0
"Wolter_Elbe","3910","DELR0477N",2002,13.598961,51.098108,168,9,3,61,9,36,135,0,13,27,36,5,0,4
"Wolter_Elbe","3911","DELR0477N",2003,13.598961,51.098108,280,0,4,27,20,36,91,5,36,145,37,2,1,14
"Wolter_Elbe","3870","DELR0495N",2007,11.334772,53.055791,0,1,0,11,0,51,2,0,19,0,0,1,22,41
"Wolter_Elbe","3869","DELR0496N",2003,11.355958,53.054708,45,168,10,44,1,78,185,0,54,24,28,0,0,144
"Wolter_Elbe","3850","DELR0499N",2003,11.466127,53.07335,33,66,3,51,11,63,179,1,90,16,35,1,0,27
"Wolter_Elbe","3757","DELR0543N",2003,12.008508,52.877111,3,40,2,15,2,134,551,2,8,33,81,9,0,15
"Wolter_Elbe","3758","DELR0543N",2003,12.008508,52.877111,2,204,21,7,0,349,57,1,84,113,0,8,2,0
"Wolter_Elbe","3912","DELR0545N",2003,12.016488,51.887136,4,15,3,0,0,18,175,1,3,30,38,0,0,0
"Wolter_Elbe","3913","DELR0553N",2004,14.109122,50.929677,0,0,0,59,0,59,14,0,152,9,0,0,2,0
"Wolter_Elbe","3765","DELR0586N",2004,11.865816,52.909697,26,125,4,12,6,7,24,1,5,101,19,2,0,14
"Wolter_Elbe","3766","DELR0586N",2004,11.865816,52.909697,26,125,4,12,6,7,24,1,5,101,19,2,0,14
"Wolter_Elbe","3879","DELR0617N",2005,11.2317778,53.13841667,6,0,4,67,0,118,70,0,104,4,248,12,19,257
"Wolter_Elbe","3880","DELR0617N",2005,11.2317778,53.13841667,0,0,8,29,2,162,1,0,68,5,136,7,40,128
"Wolter_Elbe","3881","DELR0617N",2006,11.2317778,53.13841667,21,47,4,0,0,284,144,6,2,89,95,22,18,0
"Wolter_Elbe","3551","DELR0636N",2006,13.309958,51.306525,35,3,4,21,113,10,58,0,3,75,4,4,0,0
"Wolter_Elbe","3552","DELR0638N",2006,13.236911,51.354141,83,3,12,156,206,294,237,4,165,619,18,3,8,0
"Wolter_Elbe","3553","DELR0645N",2006,13.137111,51.476986,223,106,26,41,8,190,178,0,9,135,6,13,5,2
"Wolter_Elbe","3554","DELR0645N",2007,13.137111,51.476986,379,63,17,43,19,173,316,0,2,39,0,7,1,0
"Wolter_Elbe","3565","DELR0648N",2006,13.064925,51.508775,80,5,6,169,80,110,143,0,39,75,6,7,5,4
"Wolter_Elbe","3566","DELR0648N",2007,13.064925,51.508775,304,13,18,89,59,27,173,0,15,36,3,4,1,7
"Wolter_Elbe","3875","DELR0653N",2006,11.259944,53.140072,93,0,0,1,1,82,56,0,9,14,19,24,13,1
"Wolter_Elbe","3876","DELR0658N",2006,11.260677,53.1426,22,132,7,2,0,18,33,0,4,11,16,3,5,0
"Wolter_Elbe","3877","DELR0659N",2005,11.24884,53.13413,5,0,12,96,2,280,71,0,172,9,384,19,59,385
"Wolter_Elbe","3878","DELR0659N",2006,11.24884,53.13413,42,12,3,14,0,596,184,2,0,53,15,41,44,212
"Wolter_Elbe","3606","DELR0660N",2002,11.649722,52.130555,28,606,3,0,0,194,196,2,2,6,152,9,22,15
"Wolter_Elbe","3607","DELR0660N",2002,11.649722,52.130555,84,36,0,4,0,316,268,0,0,0,48,12,0,10
"Wolter_Elbe","3604","DELR0665N",2002,11.6674944,52.1475,111,24,2,37,0,91,269,0,60,35,16,7,1,1
"Wolter_Elbe","3605","DELR0665N",2002,11.6674944,52.1475,114,20,7,21,2,38,44,7,55,5,17,4,0,1
"Wolter_Elbe","3591","DELR0675N",2002,11.637222,52.1225,59,14,0,36,11,80,34,0,25,35,3,1,0,8
"Wolter_Elbe","3592","DELR0675N",2002,11.637222,52.1225,45,13,5,33,23,68,148,7,71,19,16,3,0,12
"Wolter_Elbe","3593","DELR0675N",2004,11.637222,52.1225,40,17,0,44,3,28,29,7,6,89,75,5,1,6
"Wolter_Elbe","3594","DELR0675N",2004,11.637222,52.1225,40,3,7,14,0,16,76,8,2,2,163,3,3,3
"Wolter_Elbe","3753","DELR8888A",2008,12.0317167,52.72396389,1,8,0,1,1,511,136,0,15,2,3,2,46,1
"Wolter_Elbe","3754","DELR8888A",2009,12.0317167,52.72396389,0,126,2,10,0,517,104,0,0,40,122,37,155,7
"Wolter_Elbe","3755","DELR8889A",2008,12.04153,52.7283,21,7,0,88,1,116,7,0,23,5,0,3,18,1
"Wolter_Elbe","3756","DELR8889A",2009,12.04153,52.7283,26,9,5,26,2,152,91,0,2,157,16,5,8,1
"Wolter_Elbe","3874","DELR9995H",2007,11.3283306,53.05840833,65,404,0,4,0,180,70,0,8,2,0,6,3,8
"Wolter_Elbe","3682","DELR9996H",2007,11.9772944,52.50870833,24,24,6,2,0,50,225,1,21,20,29,4,0,0
"Wolter_Elbe","3681","DELR9997H",2007,11.9950528,52.46360833,46,99,1,6,3,26,25,3,62,7,18,0,4,1
"Wolter_Elbe","3683","DELR9998H",2007,11.9743639,52.53956389,19,19,184,4,1,33,45,0,0,49,8,16,4,0
"Wolter_Elbe","3680","DELR9999H",2007,12.0016306,52.46315278,19,5,1,34,0,20,2,2,84,4,0,1,6,4
"Wolter_Elbe","3555","DELRT010",2001,13.131702,51.484744,18,1,0,26,21,4,63,0,3,15,7,3,0,0
"Wolter_Elbe","3556","DELRT010",2001,13.131702,51.484744,0,135,7,2,0,34,119,0,0,3,115,1,14,0
"Wolter_Elbe","3557","DELRT010",2002,13.131702,51.484744,174,8,1,37,4,64,78,0,3,7,12,3,0,2
"Wolter_Elbe","3558","DELRT010",2002,13.131702,51.484744,105,17,0,22,1,38,120,0,19,12,12,1,1,0
"Wolter_Elbe","3559","DELRT010",2002,13.131702,51.484744,9,2,1,53,104,26,128,1,59,106,3,0,0,0
"Wolter_Elbe","3560","DELRT010",2002,13.131702,51.484744,3,1,0,6,10,1,1,1,83,0,0,0,0,0
"Wolter_Elbe","3561","DELRT010",2003,13.131702,51.484744,875,3,0,36,39,22,124,1,10,58,8,1,0,4
"Wolter_Elbe","3562","DELRT010",2003,13.131702,51.484744,96,21,0,40,8,15,81,0,57,38,1,0,0,0
"Wolter_Elbe","3563","DELRT010",2006,13.131702,51.484744,60,0,4,61,25,54,142,0,10,113,8,4,0,0
"Wolter_Elbe","3564","DELRT010",2007,13.131702,51.484744,215,9,14,83,100,57,114,0,8,72,5,13,0,2
"Wolter_Elbe","3515","DELRT011",1999,13.473013,51.171538,86,12,8,84,47,45,64,14,79,76,47,2,5,0
"Wolter_Elbe","3516","DELRT011",2001,13.473013,51.171538,65,2,6,1,0,119,316,6,0,11,29,0,26,0
"Wolter_Elbe","3517","DELRT011",2000,13.473013,51.171538,9,1,0,51,144,56,64,9,79,38,3,2,1,0
"Wolter_Elbe","3518","DELRT011",2001,13.473013,51.171538,1006,90,8,86,16,290,390,1,8,58,111,47,2,9
"Wolter_Elbe","3519","DELRT011",2002,13.473013,51.171538,8,0,0,65,13,27,51,1,5,21,0,2,0,0
"Wolter_Elbe","3520","DELRT011",2002,13.473013,51.171538,20,0,0,29,34,77,40,0,87,16,0,0,2,0
"Wolter_Elbe","3521","DELRT011",2002,13.473013,51.171538,3,2,0,4,6,0,24,0,72,21,0,0,0,0
"Wolter_Elbe","3522","DELRT011",2002,13.473013,51.171538,351,9,8,87,178,21,278,0,299,143,52,6,0,0
"Wolter_Elbe","3523","DELRT011",2003,13.473013,51.171538,153,1,0,46,22,103,82,2,101,34,10,3,0,1
"Wolter_Elbe","3524","DELRT011",2003,13.473013,51.171538,1,10,0,28,5,6,46,1,54,10,3,0,0,0
"Wolter_Elbe","3525","DELRT011",2003,13.473013,51.171538,1,55,1,93,6,11,34,2,40,21,12,0,0,1
"Wolter_Elbe","3526","DELRT011",2004,13.473013,51.171538,16,15,8,80,90,14,67,0,47,78,27,2,1,0
"Wolter_Elbe","3527","DELRT011",2005,13.473013,51.171538,169,8,15,39,33,73,121,9,39,138,17,4,11,1
"Wolter_Elbe","3528","DELRT011",2006,13.473013,51.171538,298,7,17,32,172,70,455,4,97,67,21,14,1,0
"Wolter_Elbe","3529","DELRT011",2007,13.473013,51.171538,475,41,7,44,183,71,192,4,30,82,23,17,0,1
"Wolter_Elbe","3915","DELRT011",2001,13.473013,51.171538,0,0,0,0,0,4,2,0,0,0,0,0,0,0
"Wolter_Elbe","3493","DELRT012",2001,14.116777,50.926197,0,1,1,0,0,62,62,8,0,0,46,0,17,0
"Wolter_Elbe","3494","DELRT012",1999,14.116777,50.926197,59,2,1,87,40,54,66,5,41,24,31,0,1,113
"Wolter_Elbe","3495","DELRT012",2000,14.116777,50.926197,3,17,1,32,46,53,14,0,99,4,5,0,1,34
"Wolter_Elbe","3496","DELRT012",2001,14.116777,50.926197,959,4,6,110,99,161,186,9,120,22,34,7,7,19
"Wolter_Elbe","3497","DELRT012",2002,14.116777,50.926197,8,10,1,40,33,43,24,0,2,18,2,0,0,2
"Wolter_Elbe","3498","DELRT012",2002,14.116777,50.926197,5,3,0,2,0,14,49,2,5,1,4,3,1,1
"Wolter_Elbe","3499","DELRT012",2002,14.116777,50.926197,2,1,2,16,31,2,62,3,84,28,4,0,0,1
"Wolter_Elbe","3500","DELRT012",2002,14.116777,50.926197,18,4,0,13,16,2,43,6,66,22,0,0,0,1
"Wolter_Elbe","3501","DELRT012",2003,14.116777,50.926197,161,5,1,70,50,41,101,3,16,17,18,0,2,6
"Wolter_Elbe","3502","DELRT012",2003,14.116777,50.926197,107,3,0,5,4,2,87,0,22,0,5,2,0,0
"Wolter_Elbe","3503","DELRT012",2003,14.116777,50.926197,0,1,1,19,32,2,1,2,9,3,26,1,0,0
"Wolter_Elbe","3504","DELRT012",2004,14.116777,50.926197,7,2,8,89,10,69,37,5,157,10,26,0,3,1
"Wolter_Elbe","3505","DELRT012",2005,14.116777,50.926197,228,9,19,127,127,211,148,2,89,57,19,2,9,56
"Wolter_Elbe","3506","DELRT012",2006,14.116777,50.926197,709,5,22,122,32,124,134,4,10,96,13,4,14,45
"Wolter_Elbe","3507","DELRT012",2007,14.116777,50.926197,534,2,15,99,80,21,65,0,22,37,5,0,0,5
"Wolter_Elbe","3684","DELRT016",1997,12.026508,52.80555,22,88,1,13,0,98,290,0,1,149,28,4,1,44
"Wolter_Elbe","3685","DELRT016",1997,12.026508,52.80555,67,55,2,9,4,86,262,0,8,152,372,9,0,50
"Wolter_Elbe","3686","DELRT016",1997,12.026508,52.80555,111,148,15,27,25,178,333,0,63,400,32,11,8,30
"Wolter_Elbe","3687","DELRT016",1997,12.026508,52.80555,23,1,3,20,4,23,65,0,51,84,1,3,0,1
"Wolter_Elbe","3688","DELRT016",1998,12.026508,52.80555,1,4,0,7,0,2,25,0,6,53,4,0,0,3
"Wolter_Elbe","3689","DELRT016",1998,12.026508,52.80555,13,27,5,21,6,56,66,0,4,132,4,0,1,52
"Wolter_Elbe","3690","DELRT016",1998,12.026508,52.80555,139,92,2,34,6,74,191,0,29,169,12,2,1,19
"Wolter_Elbe","3691","DELRT016",1998,12.026508,52.80555,45,99,6,31,5,136,178,2,82,247,2,2,2,34
"Wolter_Elbe","3692","DELRT016",1999,12.026508,52.80555,40,127,17,64,10,69,113,0,37,183,12,0,1,28
"Wolter_Elbe","3693","DELRT016",1999,12.026508,52.80555,32,35,15,52,19,147,70,3,17,234,10,11,0,63
"Wolter_Elbe","3694","DELRT016",1999,12.026508,52.80555,139,94,19,119,17,492,258,2,152,179,11,7,3,85
"Wolter_Elbe","3695","DELRT016",1999,12.026508,52.80555,86,24,3,134,9,261,74,1,120,49,1,7,1,32
"Wolter_Elbe","3696","DELRT016",2000,12.026508,52.80555,56,45,1,121,5,99,74,0,44,75,13,2,0,67
"Wolter_Elbe","3697","DELRT016",2000,12.026508,52.80555,34,33,41,169,5,311,389,6,37,247,62,62,1,82
"Wolter_Elbe","3698","DELRT016",2000,12.026508,52.80555,87,42,52,122,6,622,352,1,33,294,60,12,9,59
"Wolter_Elbe","3699","DELRT016",2000,12.026508,52.80555,117,5,13,73,7,422,888,3,32,626,69,4,30,52
"Wolter_Elbe","3700","DELRT016",2001,12.026508,52.80555,1,62,3,2,0,15,19,7,0,6,64,16,12,10
"Wolter_Elbe","3701","DELRT016",2001,12.026508,52.80555,1,24,6,0,0,19,28,7,0,9,87,25,1,3
"Wolter_Elbe","3702","DELRT016",2002,12.026508,52.80555,1,31,4,4,3,58,70,0,13,13,59,11,0,12
"Wolter_Elbe","3703","DELRT016",2002,12.026508,52.80555,42,7,5,12,6,127,167,1,81,19,266,43,0,2
